,CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,REALIZADA,REGION,MAS_500,AGLOMERADO,PONDERA,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4,parentesco(CH3),genero(CH04),edad(CH06),cob_medica(CH08),NIVEL_ED,CAT_OCUP,CAT_INAC,AE_ctrol_ind,AE_ctrol_ind_sum,adulto_equivalente,pobreza
174,TQRMNOQTRHKMLNCDEFNFF00788089,2022,4,1,1,41,N,7,351,1,,4,1,,4,1,1,1,,1,1,1,2,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,4,0,4,78000,2,3.0,3,,3.0,3,19500.0,1,1.0,2,,2.0,2,695,2,0,3,4,0,0,1,1,57,4,2,2,0,1.0,3.2800000000000002,23780.49,1
175,TQRMNOPURHMMLNCDEFNFF00711781,2022,4,1,1,41,N,7,193,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,1,8,226000,8,9.0,9,,9.0,9,25111.11,2,2.0,3,,2.0,2,461,1,0,2,0,0,0,1,2,61,4,2,0,1,0.67,7.01,32239.66,1
177,TQRMNORYPHMMLNCDEFNFF00711783,2022,4,1,1,41,N,7,280,1,,3,1,,4,1,1,1,,1,1,1,2,2,2,2,4,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,115000,4,5.0,6,,5.0,5,28750.0,2,3.0,4,,3.0,3,517,2,0,1,0,0,0,1,1,70,1,1,0,1,0.83,3.18,36163.52,1
184,TQRMNOPTWHKKPQCDEIJAH00791872,2022,4,1,1,1,S,33,2220,2,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,1,1,1,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,4,0,4,30000,1,,1,1.0,,1,7500.0,1,,1,1.0,,1,6502,2,0,98,0,0,0,1,1,49,1,4,0,7,1.0,3.29,9118.54,1
194,TQRMNOSUTHMMLPCDEFIAH00787402,2022,4,1,1,43,S,2,718,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,160000,6,7.0,7,6.0,,6,40000.0,4,4.0,3,4.0,,3,1391,1,0,2,0,0,0,1,2,41,1,4,3,0,0.77,3.64,43956.04,1
199,TQRMNOTPWHLOLPCDEGJBF00716070,2022,4,1,1,43,S,13,862,1,,4,2,,2,1,1,1,,1,1,2,2,1,2,2,4,4,2,0,1,1,1,2,0,2,0,1,,2,,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,4,0,4,120000,5,5.0,5,5.0,,5,30000.0,3,3.0,2,3.0,,2,963,3,0,2,0,0,0,1,1,63,4,1,0,4,0.83,3.59,33426.18,1
200,TQRMNOPXQHMOLRCDEGJBF00716016,2022,4,1,1,43,S,13,378,1,,2,1,,2,1,1,1,,1,1,1,2,2,2,2,2,2,2,0,1,1,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,57000,2,2.0,2,2.0,,2,28500.0,2,3.0,2,2.0,,2,390,1,0,3,0,0,0,1,1,43,1,6,3,0,1.0,2.02,28217.82,1
202,TQRMNOQRYHJKLOCDEGJBF00794498,2022,4,1,1,43,S,13,1236,2,,3,1,,9,1,1,1,,1,1,1,1,2,2,2,3,2,1,1,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,3,0,3,70000,2,2.0,2,2.0,,2,23333.33,2,2.0,2,2.0,,2,1298,1,2,3,0,0,0,1,2,33,1,5,3,0,0.77,2.54,27559.06,1
207,TQRMNOQRXHLOLSCDEGJBF00716020,2022,4,1,1,43,S,13,601,2,,3,1,,2,1,1,1,,1,1,1,3,2,2,2,3,2,2,0,1,2,1,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,90000,3,4.0,4,3.0,,3,30000.0,3,3.0,2,3.0,,2,701,1,0,98,0,0,0,1,2,72,1,4,0,1,0.67,2.5,36000.0,1
208,TQRMNOSQSHJOLQCDEGJBF00794500,2022,4,1,1,43,S,13,615,1,,2,2,,4,2,1,1,,1,1,1,2,2,2,1,2,2,2,0,1,2,2,2,0,2,0,2,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,5,0,5,124000,5,5.0,5,5.0,,5,24800.0,2,2.0,2,2.0,,2,603,1,0,98,0,0,0,1,2,39,4,3,3,0,0.77,4.29,28904.43,1
213,TQRMNORWTHKMLNCDEFMDB00787937,2022,4,1,1,43,N,6,340,1,,1,1,,4,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,2,2,2,0,0,0,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,5,1,4,89000,3,3.0,3,,3.0,4,17800.0,1,1.0,1,,1.0,1,492,1,0,98,0,0,0,1,2,38,4,5,3,0,0.77,3.75,23733.33,1
214,TQRMNOPYSHLOLMCDEFMDB00715248,2022,4,1,1,43,N,6,346,2,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,3,,1,,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,37000,1,1.0,1,,1.0,1,9250.0,1,1.0,1,,1.0,1,316,1,0,98,0,0,0,1,2,50,4,5,0,4,0.76,2.7800000000000002,13309.35,1
222,TQRMNOPTWHMOLQCDEGNFJ00711953,2022,4,1,1,44,N,17,267,1,,5,1,,4,1,1,1,,1,1,1,1,2,2,2,5,4,2,0,2,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,0,7,262000,9,9.0,8,,9.0,9,37428.57,4,4.0,2,,4.0,2,895,1,0,3,4,0,0,1,2,48,1,2,3,0,0.76,5.68,46126.76,1
226,TQRMNOURXHJOLUCDEFKID00794507,2022,4,1,1,43,S,4,872,1,,3,1,,1,1,1,1,,1,1,2,3,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,80000,3,3.0,3,3.0,,3,40000.0,4,4.0,4,4.0,,3,1609,1,0,98,0,0,0,1,2,62,4,5,0,4,0.67,1.69,47337.28,1
233,TQRMNORPTHKLKTCDEGLDF00789499,2022,4,1,1,41,N,15,191,1,,4,1,,2,2,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,0,3,115000,4,5.0,6,,5.0,6,38333.33,4,4.0,5,,4.0,6,243,1,0,98,0,0,0,1,2,42,1,6,3,0,0.77,2.39,48117.15,1
234,TQRMNORQRHKLKTCDEGLDF00789495,2022,4,1,1,41,N,15,190,1,,4,1,,2,2,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,0,4,146000,6,6.0,7,,6.0,8,36500.0,3,4.0,5,,4.0,5,258,2,4,98,0,0,0,1,1,66,1,5,0,1,0.83,3.27,44648.32,1
255,TQRMNORVSHLMLNCDEIMBF00719858,2022,4,1,1,43,N,36,162,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,4,200000,8,8.0,8,,8.0,8,40000.0,4,4.0,4,,5.0,3,223,2,0,98,0,0,0,1,1,39,1,4,3,0,1.0,4.4399999999999995,45045.05,1
257,TQRMNOPWTHKOLQCDEIMBF00794518,2022,4,1,1,43,N,36,93,1,,1,2,,2,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,16000,1,1.0,1,,1.0,1,16000.0,1,1.0,1,,1.0,1,100,1,0,98,0,0,0,1,2,34,4,6,3,0,0.77,0.77,20779.22,1
262,TQRMNOUYSHKOLQCDEFLID00787846,2022,4,1,1,43,S,5,369,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,80000,3,3.0,3,3.0,,3,26666.67,2,2.0,2,2.0,,2,599,2,0,98,0,0,0,1,1,26,1,3,3,0,1.02,2.38,33613.45,1
265,TQRMNORVVHJOLQCDEHLEH00794521,2022,4,1,1,40,N,25,130,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,4,2,0,2,1,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,9,3,6,202000,8,8.0,9,,8.0,9,22444.44,2,2.0,3,,2.0,2,158,6,2,98,0,0,0,1,1,74,1,2,0,1,0.83,6.73,30014.86,1
268,TQRMNOUQVHMKLQCDEHLEH00712427,2022,4,1,1,40,N,25,143,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,1,1,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,77000,2,3.0,3,,3.0,4,19250.0,1,1.0,2,,2.0,2,201,1,0,2,0,0,0,1,2,64,1,6,0,1,0.67,3.69,20867.21,1
269,TQRMNOUQXHMKLQCDEHLEH00717317,2022,4,1,1,40,N,25,157,1,,1,1,,2,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,1,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,0,2,25000,1,1.0,1,,1.0,1,12500.0,1,1.0,1,,1.0,1,180,1,2,98,0,0,0,1,2,45,4,4,3,0,0.77,1.53,16339.87,1
271,TQRMNOWPSHKKKMCDEHLEH00790335,2022,4,1,1,40,N,25,132,1,,3,1,,1,1,1,1,,1,1,1,1,1,2,2,3,3,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,24000,1,1.0,1,,1.0,1,6000.0,1,1.0,1,,1.0,1,144,2,0,3,4,0,0,1,1,48,4,2,3,0,1.0,3.5,6857.14,1
282,TQRMNOSSRHJNKOCDEHLEH00794524,2022,4,1,1,40,N,25,99,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,145000,6,6.0,7,,6.0,7,36250.0,3,4.0,5,,4.0,5,132,2,0,3,4,0,0,1,1,55,1,2,3,0,1.0,3.55,40845.07,1
283,TQRMNOQTVHJNKPCDEHLEH00794525,2022,4,1,1,40,N,25,96,1,,5,1,,1,1,1,1,,1,1,1,1,2,2,2,5,5,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,5,212000,8,8.0,9,,8.0,9,42400.0,4,4.0,6,,5.0,6,139,1,3,98,0,0,0,1,2,53,1,4,0,4,0.76,4.33,48960.74,1
285,TQRMNOPQSHKOKSCDEHLEH00790368,2022,4,1,1,40,N,25,137,1,,1,2,,2,1,1,1,,1,1,2,1,1,2,2,1,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,45000,1,1.0,1,,1.0,1,22500.0,2,2.0,3,,2.0,2,140,1,2,98,0,0,0,1,1,47,4,2,2,0,1.0,1.76,25568.18,1
287,TQRMNOQVPHMOKRCDEHLEH00712359,2022,4,1,1,40,N,25,124,1,,4,2,,2,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,2,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,145000,6,6.0,7,,6.0,7,36250.0,3,4.0,5,,4.0,5,155,2,1,98,0,0,0,1,1,47,4,3,3,0,1.0,3.55,40845.07,1
288,TQRMNOUPRHKOKUCDEHLEH00790351,2022,4,1,1,40,N,25,173,1,,3,2,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,2,2,2,0,0,0,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,68000,2,2.0,3,,2.0,3,17000.0,1,1.0,1,,1.0,1,183,2,0,98,0,0,0,1,1,36,1,4,3,0,1.0,3.2,21250.0,1
290,TQRMNOQYPHKMKTCDEHJGH00790291,2022,4,1,1,40,S,23,247,1,,5,2,,2,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,6,,2,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,66000,2,2.0,3,2.0,,2,22000.0,2,2.0,2,2.0,,2,255,1,2,98,0,0,0,1,2,48,1,5,3,0,0.76,2.12,31132.08,1
292,TQRMNOSPXHKOLMCDEGGFB00788583,2022,4,1,1,42,S,10,521,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,3,1,1,1,2,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,150000,6,6.0,6,6.0,,6,37500.0,4,4.0,4,3.0,,4,635,1,0,98,0,0,0,1,2,43,4,3,2,0,0.77,3.35,44776.12,1
293,TQSMNORWYHMOLQCDEGGFB00712455,2022,4,1,1,42,S,10,706,2,,1,1,,1,1,1,1,,2,0,0,0,2,2,2,1,1,2,0,2,2,2,0,0,0,0,2,,2,,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6,2,4,80000,3,3.0,2,2.0,,3,13333.33,1,1.0,1,1.0,,1,590,2,0,3,4,0,0,1,1,56,1,1,3,0,1.0,4.54,17621.15,1
295,TQRMNOQRXHMOLSCDEGGFB00712343,2022,4,1,1,42,S,10,544,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,4,1,3,148000,6,6.0,6,6.0,,6,37000.0,4,4.0,4,3.0,,4,709,1,0,2,4,0,0,1,2,29,4,3,0,1,0.76,3.1,47741.94,1
296,TQSMNORXPHLOKRCDEGJBF00716229,2022,4,1,1,43,S,13,774,2,,3,2,,2,1,1,1,,1,1,1,2,2,2,2,3,2,2,0,1,2,1,2,0,2,0,6,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,5,176000,7,7.0,7,7.0,,7,35200.0,3,3.0,3,3.0,,3,779,1,0,98,0,0,0,1,2,38,1,3,2,0,0.77,4.02,43781.09,1
297,TQRMNOPXXHKOKQCDEGJBF00788939,2022,4,1,1,43,S,13,962,1,,3,1,,2,1,1,1,,1,1,1,3,2,2,2,3,1,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,73800,2,3.0,2,2.0,,2,36900.0,3,4.0,3,3.0,,3,1032,1,0,98,0,0,0,1,1,56,3,3,2,0,1.0,1.76,41931.82,1
301,TQRMNOPQQHJOLPCDEGOIH00794436,2022,4,1,1,40,N,18,190,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,13,5,8,259500,9,9.0,10,,9.0,10,19961.54,1,1.0,2,,2.0,2,172,3,4,1,0,0,0,1,2,53,1,2,0,4,0.76,10.08,25744.05,1
302,TQRMNOPQSHJOLPCDEGOIH00794437,2022,4,1,1,40,N,18,258,1,,7,1,,1,1,1,1,,1,1,1,2,2,2,2,7,4,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,0,5,108900,4,5.0,5,,5.0,6,21780.0,2,2.0,2,,2.0,3,258,1,0,3,4,0,0,1,2,62,4,3,3,0,0.67,3.7800000000000002,28809.52,1
303,TQRMNOPXVHMMLMCDEGOIH00710397,2022,4,3,1,40,N,18,180,1,,4,1,,1,1,1,1,,1,1,1,2,2,2,2,1,1,2,0,2,2,2,0,0,0,0,2,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,45000,1,1.0,1,,1.0,1,45000.0,5,5.0,6,,5.0,7,180,1,0,98,0,0,0,1,1,25,1,2,3,0,1.02,1.02,44117.65,1
304,TQRMNOPXVHMMLMCDEGOIH00710397,2022,4,1,1,40,N,18,343,1,,4,1,,1,1,1,1,,1,1,1,2,2,2,2,1,1,2,0,1,2,2,2,0,2,0,1,,1,,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,61000,2,2.0,2,,2.0,2,30500.0,3,3.0,4,,3.0,4,350,2,0,98,0,0,0,1,1,57,4,2,3,0,1.0,1.67,36526.95,1
305,TQRMNORPTHMMLMCDEGOIH00711886,2022,4,1,1,40,N,18,196,1,,3,1,,1,1,1,1,,1,1,1,2,2,2,2,3,2,2,0,1,2,2,2,0,2,0,3,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,96000,3,4.0,4,,4.0,5,32000.0,3,3.0,4,,3.0,5,186,1,0,2,0,0,0,1,1,62,1,4,0,1,0.83,2.83,33922.26,1
308,TQRMNOQWPHMMLOCDEGOIH00709228,2022,4,3,1,40,N,18,159,1,,4,1,,1,1,1,1,,1,1,1,2,2,2,2,4,1,2,0,1,2,2,2,0,2,0,6,,2,,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,2,3,72000,2,2.0,3,,3.0,3,14400.0,1,1.0,1,,1.0,1,156,1,0,98,0,0,0,1,2,34,4,4,3,0,0.77,3.4,21176.47,1
311,TQRMNOQYPHKMKMCDEGOIH00789640,2022,4,1,1,40,N,18,52,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,95000,3,4.0,4,,4.0,5,31666.67,3,3.0,4,,3.0,5,53,1,0,96,0,0,0,1,2,44,1,5,3,0,0.77,2.73,34798.53,1
313,TQRMNOQUPHLNRMCDEIJAH00794439,2022,4,1,1,1,S,33,3456,1,,2,2,,4,2,1,1,,1,2,1,2,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,5,104000,4,,4,4.0,,4,17333.33,1,,1,1.0,,1,5300,1,2,6,0,0,0,1,2,61,1,1,0,1,0.67,4.51,23059.87,1
314,TQRMNOQUXHLORNCDEIJAH00794440,2022,4,1,1,1,S,33,6139,1,,2,2,,2,2,1,2,,1,1,1,1,2,1,2,2,1,2,0,1,2,2,2,0,2,0,2,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,4,169000,7,,6,6.0,,7,33800.0,3,,3,3.0,,3,8604,1,0,98,0,0,0,1,2,46,4,5,3,0,0.76,3.88,43556.7,1
316,TQRMNOSRTHJORSCDEIJAH00794441,2022,4,1,1,1,S,33,3126,1,,3,1,,2,2,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,70000,2,,2,2.0,,2,35000.0,3,,3,3.0,,4,5108,1,0,2,0,0,0,1,2,44,1,4,3,0,0.77,1.54,45454.55,1
324,TQRMNORYPHLOSNCDEIJAH00719021,2022,4,1,1,1,S,33,1780,1,,3,1,,4,2,1,2,,1,1,1,2,2,1,2,3,2,2,0,1,1,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,4,1,3,157000,6,,6,6.0,,6,39250.0,4,,4,4.0,,4,2725,1,3,98,0,0,0,1,2,44,4,4,0,1,0.77,3.51,44729.34,1
327,TQRMNOQURHKMKPCDEGJBF00789065,2022,4,1,1,43,S,13,852,1,,1,1,,2,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,1,32000,1,1.0,1,1.0,,1,32000.0,3,3.0,3,3.0,,3,886,1,0,98,0,0,0,1,2,53,4,6,3,0,0.76,0.76,42105.26,1
329,TQRMNOPTWHMOKTCDEGJBF00712730,2022,4,1,1,43,S,13,683,1,,3,1,,1,1,1,1,,1,1,1,2,2,2,2,3,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,70000,2,2.0,2,2.0,,2,35000.0,3,3.0,3,3.0,,3,665,1,0,98,0,0,0,1,2,59,4,1,3,0,0.76,1.52,46052.63,1
335,TQRMNORWXHLOKRCDEGJBF00716011,2022,4,1,1,43,S,13,458,2,,4,1,,2,1,1,1,,1,1,1,2,2,2,2,4,1,2,0,1,1,2,2,0,2,0,1,,1,,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,37000,1,1.0,1,1.0,,1,37000.0,3,4.0,3,3.0,,3,488,1,0,98,0,0,0,1,1,66,1,2,0,1,0.83,0.83,44578.31,1
340,TQRMNOPSXHJOLLCDEHMHF00794449,2022,4,1,1,42,N,26,272,1,,2,1,,1,1,1,1,,1,1,1,2,2,2,2,2,1,2,0,1,2,1,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,50000,1,2.0,1,,2.0,2,25000.0,2,2.0,2,,2.0,2,296,1,2,98,0,0,0,1,1,34,4,3,3,0,1.0,1.77,28248.59,1
343,TQRMNOQSWHMNLOCDEHMHF00711868,2022,4,1,1,42,N,26,166,1,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,5,1,4,121000,5,5.0,5,,5.0,5,24200.0,2,2.0,2,,2.0,2,199,1,2,98,0,0,0,1,2,52,1,3,3,0,0.76,3.66,33060.11,1
344,TQRMNOQWSHMNLPCDEHMHF00711869,2022,4,1,1,42,N,26,148,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,2,2,1,2,0,2,0,6,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,100000,4,4.0,4,,4.0,4,33333.33,3,3.0,3,,4.0,3,144,1,0,98,0,0,0,1,2,22,4,3,0,4,0.76,2.29,43668.12,1
345,TQRMNOQVXHKOLOCDEHMHF00790463,2022,4,1,1,42,N,26,166,1,,4,1,,5,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,6,1,5,111753,4,5.0,4,,5.0,5,18625.5,1,1.0,1,,1.0,1,193,1,2,98,0,0,0,1,1,69,1,2,0,1,0.83,4.8,23281.88,1
346,TQRMNOQPXHJOLNCDEHMHF00794450,2022,4,1,1,42,N,26,235,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,2,2,125775,5,5.0,5,,6.0,5,31443.75,3,3.0,3,,3.0,3,268,2,0,98,0,0,0,1,2,44,1,2,3,0,0.77,2.82,44601.06,1
349,TQRMNORSUHMLKQCDEGNFJ00789615,2022,4,1,1,44,N,17,322,2,,3,1,,9,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,1,3,160000,6,7.0,5,,7.0,5,40000.0,4,4.0,3,,5.0,2,437,2,0,98,0,0,0,1,1,34,1,4,3,0,1.0,3.45,46376.81,1
353,TQRMNOQYQHKMKMCDEGOIH00789622,2022,4,1,1,40,N,18,65,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,0,5,110000,4,5.0,5,,5.0,6,22000.0,2,2.0,2,,2.0,3,65,1,0,4,0,0,0,1,2,62,4,2,0,4,0.67,3.96,27777.78,1
356,TQRMNOPXVHLOLQCDEFNFF00715283,2022,4,1,1,41,N,7,255,1,,3,1,,4,1,1,1,,1,1,1,2,2,2,2,3,2,2,0,1,2,2,2,0,2,0,2,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,70000,2,2.0,3,,2.0,3,17500.0,1,1.0,2,,1.0,1,319,2,0,98,0,0,0,1,1,40,1,5,3,0,1.0,3.39,20648.97,1
358,TQRMNOQXWHKNLQCDEFNFF00788176,2022,4,1,1,41,N,7,237,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,,2,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,5,97000,3,4.0,5,,4.0,4,19400.0,1,1.0,2,,2.0,2,470,1,5,98,0,0,0,1,2,58,4,1,0,4,0.76,4.3,22558.14,1
